服务器输出文件名	config_equip_base.xml	根名称	ability																																								
客户端输出文件名	config_equip_base.xml	项名称	equip_base																																								
装备类型id	名称	描述	主类型	要求等级	出售货币类型	出售货币数量	排序权重(大的排前面)	有效时间	标记	分组大小	职业要求	部位	资质	品质	阶	主属性类型	数值	武力	身手	内力	生命上限	生命回复	怒气上限	怒气回复	武攻	武防	内力	内防	暴击率:百份比	暴击伤害:百份比	格挡率:百份比	格挡值:百份比	闪避:百份比	命中:百份比	伤害减免:百份比	CD减免:百份比	近战减免:百份比	远程减免:百份比	击中生命回复	击杀怒气回复	装备图标名称	模型形象	模型发型
108110902	寒玉护腕	相传寒冰四大珍宝之一	1	160	12	10	9	0	3	1	8	8	1	1	9	109	634.2	0	0	0	0	0	0	0	0	0	634.2	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0
108111002	琴生护腕	胡茄声起，顿烽烟绕遍边关	1	180	12	10	9	0	3	1	8	8	1	1	10	109	713.475	0	0	0	0	0	0	0	0	0	713.475	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0
108111102	阳石护腕	学剑闻鸡思起舞，生心策马欲屠龙	1	200	12	10	9	0	3	1	8	8	1	1	11	109	792.75	0	0	0	0	0	0	0	0	0	792.75	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0
108210102	素手护腕	青青绿草，带起来很漂亮	1	10	12	10	9	0	3	1	8	8	2	1	1	109	55.4925	0	0	0	0	0	0	0	0	0	55.4925	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0
108210202	白玉护腕	某家女子的定情信物	1	20	12	10	9	0	3	1	8	8	2	1	2	109	110.985	0	0	0	0	0	0	0	0	0	110.985	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0
108210302	玉指护腕	细心打造，在江湖属于上品	1	40	12	10	9	0	3	1	8	8	2	1	3	109	221.97	0	0	0	0	0	0	0	0	0	221.97	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0
108210402	曲指护腕	平明残月透帘栊，中酒前宵梦不浓	1	60	12	10	9	0	3	1	8	8	2	1	4	109	332.955	0	0	0	0	0	0	0	0	0	332.955	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0
108210502	霜燕护腕	陈迹心头翻若浪，文章眼底涌如虹	1	80	12	10	9	0	3	1	8	8	2	1	5	109	443.94	0	0	0	0	0	0	0	0	0	443.94	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0
108210602	白崖护腕	明日旅途知几许，冲寒且击兼程鼓	1	100	12	10	9	0	3	1	8	8	2	1	6	109	554.925	0	0	0	0	0	0	0	0	0	554.925	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0
108210702	聚萤护腕	万只萤火虫聚力，有一股强大的力量	1	120	12	10	9	0	3	1	8	8	2	1	7	109	665.91	0	0	0	0	0	0	0	0	0	665.91	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0
108210802	推心护腕	心事眼波全不定，一春风雨长多病	1	140	12	10	9	0	3	1	8	8	2	1	8	109	776.895	0	0	0	0	0	0	0	0	0	776.895	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0
108210902	寒玉护腕	相传寒冰四大珍宝之一	1	160	12	10	9	0	3	1	8	8	2	1	9	109	887.88	0	0	0	0	0	0	0	0	0	887.88	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0
108211002	琴生护腕	胡茄声起，顿烽烟绕遍边关	1	180	12	10	9	0	3	1	8	8	2	1	10	109	998.865	0	0	0	0	0	0	0	0	0	998.865	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0
108211102	阳石护腕	学剑闻鸡思起舞，生心策马欲屠龙	1	200	12	10	9	0	3	1	8	8	2	1	11	109	1109.85	0	0	0	0	0	0	0	0	0	1109.85	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0
108310102	素手护腕	青青绿草，带起来很漂亮	1	10	12	10	9	0	3	1	8	8	3	1	1	109	79.275	0	0	0	0	0	0	0	0	0	79.275	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0
108310202	白玉护腕	某家女子的定情信物	1	20	12	10	9	0	3	1	8	8	3	1	2	109	158.55	0	0	0	0	0	0	0	0	0	158.55	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0
108310302	玉指护腕	细心打造，在江湖属于上品	1	40	12	10	9	0	3	1	8	8	3	1	3	109	317.1	0	0	0	0	0	0	0	0	0	317.1	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0
108310402	曲指护腕	平明残月透帘栊，中酒前宵梦不浓	1	60	12	10	9	0	3	1	8	8	3	1	4	109	475.65	0	0	0	0	0	0	0	0	0	475.65	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0
108310502	霜燕护腕	陈迹心头翻若浪，文章眼底涌如虹	1	80	12	10	9	0	3	1	8	8	3	1	5	109	634.2	0	0	0	0	0	0	0	0	0	634.2	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0
108310602	白崖护腕	明日旅途知几许，冲寒且击兼程鼓	1	100	12	10	9	0	3	1	8	8	3	1	6	109	792.75	0	0	0	0	0	0	0	0	0	792.75	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0
108310702	聚萤护腕	万只萤火虫聚力，有一股强大的力量	1	120	12	10	9	0	3	1	8	8	3	1	7	109	951.3	0	0	0	0	0	0	0	0	0	951.3	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0
108310802	推心护腕	心事眼波全不定，一春风雨长多病	1	140	12	10	9	0	3	1	8	8	3	1	8	109	1109.85	0	0	0	0	0	0	0	0	0	1109.85	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0
108310902	寒玉护腕	相传寒冰四大珍宝之一	1	160	12	10	9	0	3	1	8	8	3	1	9	109	1268.4	0	0	0	0	0	0	0	0	0	1268.4	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0
108311002	琴生护腕	胡茄声起，顿烽烟绕遍边关	1	180	12	10	9	0	3	1	8	8	3	1	10	109	1426.95	0	0	0	0	0	0	0	0	0	1426.95	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0
108311102	阳石护腕	学剑闻鸡思起舞，生心策马欲屠龙	1	200	12	10	9	0	3	1	8	8	3	1	11	109	1585.5	0	0	0	0	0	0	0	0	0	1585.5	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0
108120102	素手护腕	青青绿草，带起来很漂亮	1	10	12	10	8	0	3	1	8	8	1	2	1	109	45.3	0.24	0.24	0.66	0	0	0	0	0	0	45.3	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0
108120202	白玉护腕	某家女子的定情信物	1	20	12	10	8	0	3	1	8	8	1	2	2	109	90.6	0.48	0.48	1.32	0	0	0	0	0	0	90.6	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0
108120302	玉指护腕	细心打造，在江湖属于上品	1	40	12	10	8	0	3	1	8	8	1	2	3	109	181.2	0.96	0.96	2.64	0	0	0	0	0	0	181.2	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0
108120402	曲指护腕	平明残月透帘栊，中酒前宵梦不浓	1	60	12	10	8	0	3	1	8	8	1	2	4	109	271.8	1.44	1.44	3.96	0	0	0	0	0	0	271.8	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0
108120502	霜燕护腕	陈迹心头翻若浪，文章眼底涌如虹	1	80	12	10	8	0	3	1	8	8	1	2	5	109	362.4	1.92	1.92	5.28	0	0	0	0	0	0	362.4	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0
108120602	白崖护腕	明日旅途知几许，冲寒且击兼程鼓	1	100	12	10	8	0	3	1	8	8	1	2	6	109	453	2.4	2.4	6.6	0	0	0	0	0	0	453	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0
108120702	聚萤护腕	万只萤火虫聚力，有一股强大的力量	1	120	12	10	8	0	3	1	8	8	1	2	7	109	543.6	2.88	2.88	7.92	0	0	0	0	0	0	543.6	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0
108120802	推心护腕	心事眼波全不定，一春风雨长多病	1	140	12	10	8	0	3	1	8	8	1	2	8	109	634.2	3.36	3.36	9.24	0	0	0	0	0	0	634.2	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0
108120902	寒玉护腕	相传寒冰四大珍宝之一	1	160	12	10	8	0	3	1	8	8	1	2	9	109	724.8	3.84	3.84	10.56	0	0	0	0	0	0	724.8	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0
108121002	琴生护腕	胡茄声起，顿烽烟绕遍边关	1	180	12	10	8	0	3	1	8	8	1	2	10	109	815.4	4.32	4.32	11.88	0	0	0	0	0	0	815.4	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0
108121102	阳石护腕	学剑闻鸡思起舞，生心策马欲屠龙	1	200	12	10	8	0	3	1	8	8	1	2	11	109	906	4.8	4.8	13.2	0	0	0	0	0	0	906	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0
108220102	素手护腕	青青绿草，带起来很漂亮	1	10	12	10	8	0	3	1	8	8	2	2	1	109	63.42	0.24	0.78	0.66	0	0	0	0	0	0	63.42	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0
108220202	白玉护腕	某家女子的定情信物	1	20	12	10	8	0	3	1	8	8	2	2	2	109	126.84	0.48	1.56	1.32	0	0	0	0	0	0	126.84	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0
108220302	玉指护腕	细心打造，在江湖属于上品	1	40	12	10	8	0	3	1	8	8	2	2	3	109	253.68	0.96	3.12	2.64	0	0	0	0	0	0	253.68	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0
108220402	曲指护腕	平明残月透帘栊，中酒前宵梦不浓	1	60	12	10	8	0	3	1	8	8	2	2	4	109	380.52	1.44	4.68	3.96	0	0	0	0	0	0	380.52	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0
108220502	霜燕护腕	陈迹心头翻若浪，文章眼底涌如虹	1	80	12	10	8	0	3	1	8	8	2	2	5	109	507.36	1.92	6.24	5.28	0	0	0	0	0	0	507.36	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0
108220602	白崖护腕	明日旅途知几许，冲寒且击兼程鼓	1	100	12	10	8	0	3	1	8	8	2	2	6	109	634.2	2.4	7.8	6.6	0	0	0	0	0	0	634.2	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0
108220702	聚萤护腕	万只萤火虫聚力，有一股强大的力量	1	120	12	10	8	0	3	1	8	8	2	2	7	109	761.04	2.88	9.36	7.92	0	0	0	0	0	0	761.04	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0
108220802	推心护腕	心事眼波全不定，一春风雨长多病	1	140	12	10	8	0	3	1	8	8	2	2	8	109	887.88	3.36	10.92	9.24	0	0	0	0	0	0	887.88	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0
108220902	寒玉护腕	相传寒冰四大珍宝之一	1	160	12	10	8	0	3	1	8	8	2	2	9	109	1014.72	3.84	12.48	10.56	0	0	0	0	0	0	1014.72	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0
108221002	琴生护腕	胡茄声起，顿烽烟绕遍边关	1	180	12	10	8	0	3	1	8	8	2	2	10	109	1141.56	4.32	14.04	11.88	0	0	0	0	0	0	1141.56	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0
108221102	阳石护腕	学剑闻鸡思起舞，生心策马欲屠龙	1	200	12	10	8	0	3	1	8	8	2	2	11	109	1268.4	4.8	15.6	13.2	0	0	0	0	0	0	1268.4	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0
108320102	素手护腕	青青绿草，带起来很漂亮	1	10	12	10	8	0	3	1	8	8	3	2	1	109	90.6	0.24	0.96	0.66	0	0	0	0	0	0	90.6	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0
108320202	白玉护腕	某家女子的定情信物	1	20	12	10	8	0	3	1	8	8	3	2	2	109	181.2	0.48	1.92	1.32	0	0	0	0	0	0	181.2	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0
108320302	玉指护腕	细心打造，在江湖属于上品	1	40	12	10	8	0	3	1	8	8	3	2	3	109	362.4	0.96	3.84	2.64	0	0	0	0	0	0	362.4	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0
108320402	曲指护腕	平明残月透帘栊，中酒前宵梦不浓	1	60	12	10	8	0	3	1	8	8	3	2	4	109	543.6	1.44	5.76	3.96	0	0	0	0	0	0	543.6	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0
108320502	霜燕护腕	陈迹心头翻若浪，文章眼底涌如虹	1	80	12	10	8	0	3	1	8	8	3	2	5	109	724.8	1.92	7.68	5.28	0	0	0	0	0	0	724.8	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0
108320602	白崖护腕	明日旅途知几许，冲寒且击兼程鼓	1	100	12	10	8	0	3	1	8	8	3	2	6	109	906	2.4	9.6	6.6	0	0	0	0	0	0	906	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0
108320702	聚萤护腕	万只萤火虫聚力，有一股强大的力量	1	120	12	10	8	0	3	1	8	8	3	2	7	109	1087.2	2.88	11.52	7.92	0	0	0	0	0	0	1087.2	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0
108320802	推心护腕	心事眼波全不定，一春风雨长多病	1	140	12	10	8	0	3	1	8	8	3	2	8	109	1268.4	3.36	13.44	9.24	0	0	0	0	0	0	1268.4	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0
108320902	寒玉护腕	相传寒冰四大珍宝之一	1	160	12	10	8	0	3	1	8	8	3	2	9	109	1449.6	3.84	15.36	10.56	0	0	0	0	0	0	1449.6	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0
108321002	琴生护腕	胡茄声起，顿烽烟绕遍边关	1	180	12	10	8	0	3	1	8	8	3	2	10	109	1630.8	4.32	17.28	11.88	0	0	0	0	0	0	1630.8	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0
108321102	阳石护腕	学剑闻鸡思起舞，生心策马欲屠龙	1	200	12	10	8	0	3	1	8	8	3	2	11	109	1812	4.8	19.2	13.2	0	0	0	0	0	0	1812	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0
108130102	素手护腕	青青绿草，带起来很漂亮	1	10	12	10	7	0	3	1	8	8	1	3	1	109	50.9625	0.24	0.24	0.9	0	0	0	0	0	0	50.9625	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0
108130202	白玉护腕	某家女子的定情信物	1	20	12	10	7	0	3	1	8	8	1	3	2	109	101.925	0.48	0.48	1.8	0	0	0	0	0	0	101.925	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0
108130302	玉指护腕	细心打造，在江湖属于上品	1	40	12	10	7	0	3	1	8	8	1	3	3	109	203.85	0.96	0.96	3.6	0	0	0	0	0	0	203.85	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0
108130402	曲指护腕	平明残月透帘栊，中酒前宵梦不浓	1	60	12	10	7	0	3	1	8	8	1	3	4	109	305.775	1.44	1.44	5.4	0	0	0	0	0	0	305.775	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0
108130502	霜燕护腕	陈迹心头翻若浪，文章眼底涌如虹	1	80	12	10	7	0	3	1	8	8	1	3	5	109	407.7	1.92	1.92	7.2	0	0	0	0	0	0	407.7	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0
108130602	白崖护腕	明日旅途知几许，冲寒且击兼程鼓	1	100	12	10	7	0	3	1	8	8	1	3	6	109	509.625	2.4	2.4	9	0	0	0	0	0	0	509.625	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0
108130702	聚萤护腕	万只萤火虫聚力，有一股强大的力量	1	120	12	10	7	0	3	1	8	8	1	3	7	109	611.55	2.88	2.88	10.8	0	0	0	0	0	0	611.55	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0
108130802	推心护腕	心事眼波全不定，一春风雨长多病	1	140	12	10	7	0	3	1	8	8	1	3	8	109	713.475	3.36	3.36	12.6	0	0	0	0	0	0	713.475	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0
108130902	寒玉护腕	相传寒冰四大珍宝之一	1	160	12	10	7	0	3	1	8	8	1	3	9	109	815.4	3.84	3.84	14.4	0	0	0	0	0	0	815.4	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0
108131002	琴生护腕	胡茄声起，顿烽烟绕遍边关	1	180	12	10	7	0	3	1	8	8	1	3	10	109	917.325	4.32	4.32	16.2	0	0	0	0	0	0	917.325	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0
108131102	阳石护腕	学剑闻鸡思起舞，生心策马欲屠龙	1	200	12	10	7	0	3	1	8	8	1	3	11	109	1019.25	4.8	4.8	18	0	0	0	0	0	0	1019.25	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0
108230102	素手护腕	青青绿草，带起来很漂亮	1	10	12	10	7	0	3	1	8	8	2	3	1	109	71.3475	0.24	0.78	0.9	0	0	0	0	0	0	71.3475	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0
108230202	白玉护腕	某家女子的定情信物	1	20	12	10	7	0	3	1	8	8	2	3	2	109	142.695	0.48	1.56	1.8	0	0	0	0	0	0	142.695	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0
108230302	玉指护腕	细心打造，在江湖属于上品	1	40	12	10	7	0	3	1	8	8	2	3	3	109	285.39	0.96	3.12	3.6	0	0	0	0	0	0	285.39	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0
108230402	曲指护腕	平明残月透帘栊，中酒前宵梦不浓	1	60	12	10	7	0	3	1	8	8	2	3	4	109	428.085	1.44	4.68	5.4	0	0	0	0	0	0	428.085	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0
108230502	霜燕护腕	陈迹心头翻若浪，文章眼底涌如虹	1	80	12	10	7	0	3	1	8	8	2	3	5	109	570.78	1.92	6.24	7.2	0	0	0	0	0	0	570.78	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0
108230602	白崖护腕	明日旅途知几许，冲寒且击兼程鼓	1	100	12	10	7	0	3	1	8	8	2	3	6	109	713.475	2.4	7.8	9	0	0	0	0	0	0	713.475	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0
108230702	聚萤护腕	万只萤火虫聚力，有一股强大的力量	1	120	12	10	7	0	3	1	8	8	2	3	7	109	856.17	2.88	9.36	10.8	0	0	0	0	0	0	856.17	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0
108230802	推心护腕	心事眼波全不定，一春风雨长多病	1	140	12	10	7	0	3	1	8	8	2	3	8	109	998.865	3.36	10.92	12.6	0	0	0	0	0	0	998.865	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0
108230902	寒玉护腕	相传寒冰四大珍宝之一	1	160	12	10	7	0	3	1	8	8	2	3	9	109	1141.56	3.84	12.48	14.4	0	0	0	0	0	0	1141.56	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0
108231002	琴生护腕	胡茄声起，顿烽烟绕遍边关	1	180	12	10	7	0	3	1	8	8	2	3	10	109	1284.255	4.32	14.04	16.2	0	0	0	0	0	0	1284.255	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0
108231102	阳石护腕	学剑闻鸡思起舞，生心策马欲屠龙	1	200	12	10	7	0	3	1	8	8	2	3	11	109	1426.95	4.8	15.6	18	0	0	0	0	0	0	1426.95	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0
108330102	素手护腕	青青绿草，带起来很漂亮	1	10	12	10	7	0	3	1	8	8	3	3	1	109	101.925	0.24	0.96	0.9	0	0	0	0	0	0	101.925	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0
108330202	白玉护腕	某家女子的定情信物	1	20	12	10	7	0	3	1	8	8	3	3	2	109	203.85	0.48	1.92	1.8	0	0	0	0	0	0	203.85	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0
108330302	玉指护腕	细心打造，在江湖属于上品	1	40	12	10	7	0	3	1	8	8	3	3	3	109	407.7	0.96	3.84	3.6	0	0	0	0	0	0	407.7	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0
108330402	曲指护腕	平明残月透帘栊，中酒前宵梦不浓	1	60	12	10	7	0	3	1	8	8	3	3	4	109	611.55	1.44	5.76	5.4	0	0	0	0	0	0	611.55	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0
108330502	霜燕护腕	陈迹心头翻若浪，文章眼底涌如虹	1	80	12	10	7	0	3	1	8	8	3	3	5	109	815.4	1.92	7.68	7.2	0	0	0	0	0	0	815.4	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0
108330602	白崖护腕	明日旅途知几许，冲寒且击兼程鼓	1	100	12	10	7	0	3	1	8	8	3	3	6	109	1019.25	2.4	9.6	9	0	0	0	0	0	0	1019.25	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0
108330702	聚萤护腕	万只萤火虫聚力，有一股强大的力量	1	120	12	10	7	0	3	1	8	8	3	3	7	109	1223.1	2.88	11.52	10.8	0	0	0	0	0	0	1223.1	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0
108330802	推心护腕	心事眼波全不定，一春风雨长多病	1	140	12	10	7	0	3	1	8	8	3	3	8	109	1426.95	3.36	13.44	12.6	0	0	0	0	0	0	1426.95	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0
108330902	寒玉护腕	相传寒冰四大珍宝之一	1	160	12	10	7	0	3	1	8	8	3	3	9	109	1630.8	3.84	15.36	14.4	0	0	0	0	0	0	1630.8	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0
108331002	琴生护腕	胡茄声起，顿烽烟绕遍边关	1	180	12	10	7	0	3	1	8	8	3	3	10	109	1834.65	4.32	17.28	16.2	0	0	0	0	0	0	1834.65	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0
108331102	阳石护腕	学剑闻鸡思起舞，生心策马欲屠龙	1	200	12	10	7	0	3	1	8	8	3	3	11	109	2038.5	4.8	19.2	18	0	0	0	0	0	0	2038.5	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0
108140102	素手护腕	青青绿草，带起来很漂亮	1	10	12	10	6	0	3	1	8	8	1	4	1	109	56.625	0.24	0.24	0.36	0	0	0	0	0	0	56.625	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0
108140202	白玉护腕	某家女子的定情信物	1	20	12	10	6	0	3	1	8	8	1	4	2	109	113.25	0.48	0.48	0.72	0	0	0	0	0	0	113.25	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0
108140302	玉指护腕	细心打造，在江湖属于上品	1	40	12	10	6	0	3	1	8	8	1	4	3	109	226.5	0.96	0.96	1.44	0	0	0	0	0	0	226.5	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0
108140402	曲指护腕	平明残月透帘栊，中酒前宵梦不浓	1	60	12	10	6	0	3	1	8	8	1	4	4	109	339.75	1.44	1.44	2.16	0	0	0	0	0	0	339.75	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0
108140502	霜燕护腕	陈迹心头翻若浪，文章眼底涌如虹	1	80	12	10	6	0	3	1	8	8	1	4	5	109	453	1.92	1.92	2.88	0	0	0	0	0	0	453	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0
108140602	白崖护腕	明日旅途知几许，冲寒且击兼程鼓	1	100	12	10	6	0	3	1	8	8	1	4	6	109	566.25	2.4	2.4	3.6	0	0	0	0	0	0	566.25	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0
108140702	聚萤护腕	万只萤火虫聚力，有一股强大的力量	1	120	12	10	6	0	3	1	8	8	1	4	7	109	679.5	2.88	2.88	4.32	0	0	0	0	0	0	679.5	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0
108140802	推心护腕	心事眼波全不定，一春风雨长多病	1	140	12	10	6	0	3	1	8	8	1	4	8	109	792.75	3.36	3.36	5.04	0	0	0	0	0	0	792.75	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0
108140902	寒玉护腕	相传寒冰四大珍宝之一	1	160	12	10	6	0	3	1	8	8	1	4	9	109	906	3.84	3.84	5.76	0	0	0	0	0	0	906	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0
108141002	琴生护腕	胡茄声起，顿烽烟绕遍边关	1	180	12	10	6	0	3	1	8	8	1	4	10	109	1019.25	4.32	4.32	6.48	0	0	0	0	0	0	1019.25	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0
108141102	阳石护腕	学剑闻鸡思起舞，生心策马欲屠龙	1	200	12	10	6	0	3	1	8	8	1	4	11	109	1132.5	4.8	4.8	7.2	0	0	0	0	0	0	1132.5	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0
108240102	素手护腕	青青绿草，带起来很漂亮	1	10	12	10	6	0	3	1	8	8	2	4	1	109	79.275	0.24	0.78	0.36	0	0	0	0	0	0	79.275	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0
108240202	白玉护腕	某家女子的定情信物	1	20	12	10	6	0	3	1	8	8	2	4	2	109	158.55	0.48	1.56	0.72	0	0	0	0	0	0	158.55	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0
108240302	玉指护腕	细心打造，在江湖属于上品	1	40	12	10	6	0	3	1	8	8	2	4	3	109	317.1	0.96	3.12	1.44	0	0	0	0	0	0	317.1	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0
108240402	曲指护腕	平明残月透帘栊，中酒前宵梦不浓	1	60	12	10	6	0	3	1	8	8	2	4	4	109	475.65	1.44	4.68	2.16	0	0	0	0	0	0	475.65	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0
108240502	霜燕护腕	陈迹心头翻若浪，文章眼底涌如虹	1	80	12	10	6	0	3	1	8	8	2	4	5	109	634.2	1.92	6.24	2.88	0	0	0	0	0	0	634.2	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0
108240602	白崖护腕	明日旅途知几许，冲寒且击兼程鼓	1	100	12	10	6	0	3	1	8	8	2	4	6	109	792.75	2.4	7.8	3.6	0	0	0	0	0	0	792.75	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0
108240702	聚萤护腕	万只萤火虫聚力，有一股强大的力量	1	120	12	10	6	0	3	1	8	8	2	4	7	109	951.3	2.88	9.36	4.32	0	0	0	0	0	0	951.3	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0
108240802	推心护腕	心事眼波全不定，一春风雨长多病	1	140	12	10	6	0	3	1	8	8	2	4	8	109	1109.85	3.36	10.92	5.04	0	0	0	0	0	0	1109.85	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0
108240902	寒玉护腕	相传寒冰四大珍宝之一	1	160	12	10	6	0	3	1	8	8	2	4	9	109	1268.4	3.84	12.48	5.76	0	0	0	0	0	0	1268.4	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0
108241002	琴生护腕	胡茄声起，顿烽烟绕遍边关	1	180	12	10	6	0	3	1	8	8	2	4	10	109	1426.95	4.32	14.04	6.48	0	0	0	0	0	0	1426.95	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0
108241102	阳石护腕	学剑闻鸡思起舞，生心策马欲屠龙	1	200	12	10	6	0	3	1	8	8	2	4	11	109	1585.5	4.8	15.6	7.2	0	0	0	0	0	0	1585.5	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0
